n,stop_rate,valuable_run_recall,valuable_false_stop_rate,endpoint_observation_rate,mean_true_outcome,mean_observed_outcome,endpoint_selection_bias,simple_regret_batch,mae,rmse,spearman,learner,seed,stop_quantile,round
7,0.14285714285714285,1.0,0.0,0.8571428571428571,0.6931743934020324,0.6951728406855594,0.0019984472835270495,0.0,0.060658178133306935,0.11031914014158924,0.42857142857142866,completed_only,3,0.4,5
7,0.14285714285714285,1.0,0.0,0.8571428571428571,0.6931743934020324,0.6951728406855594,0.0019984472835270495,0.0,0.07396639668058302,0.10339459374293004,0.5714285714285715,static_initial,3,0.4,5
8,0.25,1.0,0.0,0.75,0.6838977164947906,0.6855824311900847,0.0016847146952940761,0.0,0.020500823883865704,0.031768497021954424,0.7380952380952381,oracle_all_endpoints,4,0.2,1
8,0.25,1.0,0.0,0.75,0.6838977164947906,0.6855824311900847,0.0016847146952940761,0.0,0.022918041876617418,0.02778818619287885,0.3571428571428572,completed_only,4,0.2,1
8,0.375,0.6666666666666667,0.3333333333333333,0.625,0.6838977164947906,0.683689826679468,-0.00020788981532260387,0.0015702915126618588,0.024962803629829527,0.032393762751049875,0.14285714285714288,static_initial,4,0.2,1
9,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.6656708034602895,0.6933686666700916,0.027697863209802054,0.0,0.08387284350345521,0.11333061910924318,0.09999999999999999,oracle_all_endpoints,4,0.2,2
9,0.4444444444444444,0.8333333333333334,0.16666666666666666,0.5555555555555556,0.6656708034602895,0.6958348121678348,0.03016400870754532,0.0,0.07971454923354208,0.11108211239495425,0.38333333333333336,completed_only,4,0.2,2
9,0.4444444444444444,0.6666666666666667,0.3333333333333333,0.5555555555555556,0.6656708034602895,0.6580029914127576,-0.007667812047531863,0.0,0.08612575065761095,0.11020274988586347,0.38333333333333336,static_initial,4,0.2,2
10,0.2,1.0,0.0,0.8,0.6658331193706977,0.6850791758234515,0.01924605645275379,0.0,0.07319275514594427,0.1067954021351606,0.32121212121212117,oracle_all_endpoints,4,0.2,3
10,0.4,1.0,0.0,0.6,0.6658331193706977,0.6635002534526713,-0.0023328659180263944,0.0,0.07465982157812243,0.11799481971929598,0.2606060606060606,completed_only,4,0.2,3
10,0.3,1.0,0.0,0.7,0.6658331193706977,0.6615598266576669,-0.004273292713030785,0.0,0.07889616412226583,0.10657286949516326,0.32121212121212117,static_initial,4,0.2,3
8,0.25,0.8,0.2,0.75,0.6932176314343852,0.6852990473831078,-0.007918584051277433,0.024810649414197083,0.07115986247795587,0.08405057188960985,0.023809523809523815,oracle_all_endpoints,4,0.2,4
8,0.125,0.8,0.2,0.875,0.6932176314343852,0.6847111419999308,-0.008506489434454423,0.024810649414197083,0.06435605188148981,0.08625823567230835,0.19047619047619052,completed_only,4,0.2,4
8,0.5,0.6,0.4,0.5,0.6932176314343852,0.7051789884753964,0.0119613570410112,0.024810649414197083,0.10666573097246652,0.1340138009409264,0.04761904761904763,static_initial,4,0.2,4
9,0.4444444444444444,0.4,0.6,0.5555555555555556,0.7082822952415309,0.665994968927603,-0.04228732631392784,0.2875585757911573,0.0816092057968511,0.13405421183700356,-0.18333333333333335,oracle_all_endpoints,4,0.2,5
9,0.4444444444444444,0.6,0.4,0.5555555555555556,0.7082822952415309,0.6757228688145599,-0.03255942642697096,0.2550014041806974,0.0787805984545635,0.1222377970815058,0.03333333333333333,completed_only,4,0.2,5
9,0.4444444444444444,0.4,0.6,0.5555555555555556,0.7082822952415309,0.6640839620895885,-0.044198333151942326,0.2875585757911573,0.08041383212065817,0.14437953104925427,-0.25,static_initial,4,0.2,5
8,0.25,1.0,0.0,0.75,0.6838977164947906,0.6855824311900847,0.0016847146952940761,0.0,0.020500823883865704,0.031768497021954424,0.7380952380952381,oracle_all_endpoints,4,0.3,1
8,0.375,0.6666666666666667,0.3333333333333333,0.625,0.6838977164947906,0.683689826679468,-0.00020788981532260387,0.0015702915126618588,0.022918041876617418,0.02778818619287885,0.3571428571428572,completed_only,4,0.3,1
8,0.5,0.33333333333333337,0.6666666666666666,0.5,0.6838977164947906,0.6834215439109135,-0.00047617258387711026,0.0015702915126618588,0.024962803629829527,0.032393762751049875,0.14285714285714288,static_initial,4,0.3,1
9,0.4444444444444444,0.6666666666666667,0.3333333333333333,0.5555555555555556,0.6656708034602895,0.694732270111557,0.02906146665126752,0.0,0.08387284350345521,0.11333061910924318,0.09999999999999999,oracle_all_endpoints,4,0.3,2
9,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6656708034602895,0.6862533452226603,0.020582541762370843,0.04920270681811312,0.08776187166574219,0.11337480545162419,0.38333333333333336,completed_only,4,0.3,2
9,0.5555555555555556,0.6666666666666667,0.3333333333333333,0.4444444444444444,0.6656708034602895,0.6987086005624159,0.0330377971021264,0.0,0.08612575065761095,0.11020274988586347,0.38333333333333336,static_initial,4,0.3,2
10,0.4,1.0,0.0,0.6,0.6658331193706977,0.6922000572724342,0.026366937901736498,0.0,0.07319275514594427,0.1067954021351606,0.32121212121212117,oracle_all_endpoints,4,0.3,3
10,0.6,0.6666666666666667,0.3333333333333333,0.4,0.6658331193706977,0.6837218142034162,0.017888694832718488,0.0,0.08239028770551805,0.1261588883465741,0.05454545454545454,completed_only,4,0.3,3
10,0.5,1.0,0.0,0.5,0.6658331193706977,0.6605493931748373,-0.005283726195860372,0.0,0.07889616412226583,0.10657286949516326,0.32121212121212117,static_initial,4,0.3,3
8,0.25,0.8,0.2,0.75,0.6932176314343852,0.6852990473831078,-0.007918584051277433,0.024810649414197083,0.07115986247795587,0.08405057188960985,0.023809523809523815,oracle_all_endpoints,4,0.3,4
8,0.375,0.8,0.2,0.625,0.6932176314343852,0.7007852894712878,0.007567658036902625,0.024810649414197083,0.07158496280449396,0.09293756535432153,0.14285714285714288,completed_only,4,0.3,4
8,0.5,0.6,0.4,0.5,0.6932176314343852,0.7051789884753964,0.0119613570410112,0.024810649414197083,0.10666573097246652,0.1340138009409264,0.04761904761904763,static_initial,4,0.3,4
9,0.5555555555555556,0.4,0.6,0.4444444444444444,0.7082822952415309,0.6643811870683218,-0.043901108173209025,0.2875585757911573,0.0816092057968511,0.13405421183700356,-0.18333333333333335,oracle_all_endpoints,4,0.3,5
9,0.3333333333333333,0.6,0.4,0.6666666666666666,0.7082822952415309,0.7160851350713587,0.007802839829827879,0.0,0.06539326358043329,0.11183482264336544,-0.3,completed_only,4,0.3,5
9,0.6666666666666666,0.4,0.6,0.3333333333333333,0.7082822952415309,0.659523252927286,-0.04875904231424488,0.2875585757911573,0.08041383212065817,0.14437953104925427,-0.25,static_initial,4,0.3,5
8,0.25,1.0,0.0,0.75,0.6838977164947906,0.6855824311900847,0.0016847146952940761,0.0,0.020500823883865704,0.031768497021954424,0.7380952380952381,oracle_all_endpoints,4,0.4,1
8,0.375,0.6666666666666667,0.3333333333333333,0.625,0.6838977164947906,0.683689826679468,-0.00020788981532260387,0.0015702915126618588,0.022918041876617418,0.02778818619287885,0.3571428571428572,completed_only,4,0.4,1
8,0.5,0.33333333333333337,0.6666666666666666,0.5,0.6838977164947906,0.6834215439109135,-0.00047617258387711026,0.0015702915126618588,0.024962803629829527,0.032393762751049875,0.14285714285714288,static_initial,4,0.4,1
9,0.5555555555555556,0.5,0.5,0.4444444444444444,0.6656708034602895,0.6843967459940256,0.01872594253373605,0.04920270681811312,0.08387284350345521,0.11333061910924318,0.09999999999999999,oracle_all_endpoints,4,0.4,2
9,0.7777777777777778,0.33333333333333337,0.6666666666666666,0.2222222222222222,0.6656708034602895,0.6861046931026082,0.020433889642318737,0.04920270681811312,0.08776187166574219,0.11337480545162419,0.38333333333333336,completed_only,4,0.4,2
9,0.5555555555555556,0.6666666666666667,0.3333333333333333,0.4444444444444444,0.6656708034602895,0.6987086005624159,0.0330377971021264,0.0,0.08612575065761095,0.11020274988586347,0.38333333333333336,static_initial,4,0.4,2
10,0.4,1.0,0.0,0.6,0.6658331193706977,0.6922000572724342,0.026366937901736498,0.0,0.07319275514594427,0.1067954021351606,0.32121212121212117,oracle_all_endpoints,4,0.4,3
10,0.6,0.6666666666666667,0.3333333333333333,0.4,0.6658331193706977,0.6837218142034162,0.017888694832718488,0.0,0.08214050252065783,0.12568841238200726,0.1515151515151515,completed_only,4,0.4,3
10,0.5,1.0,0.0,0.5,0.6658331193706977,0.6605493931748373,-0.005283726195860372,0.0,0.07889616412226583,0.10657286949516326,0.32121212121212117,static_initial,4,0.4,3
8,0.25,0.8,0.2,0.75,0.6932176314343852,0.6852990473831078,-0.007918584051277433,0.024810649414197083,0.07115986247795587,0.08405057188960985,0.023809523809523815,oracle_all_endpoints,4,0.4,4
8,0.375,0.8,0.2,0.625,0.6932176314343852,0.7007852894712878,0.007567658036902625,0.024810649414197083,0.07077111353415018,0.0914060535845378,0.14285714285714288,completed_only,4,0.4,4
8,0.5,0.6,0.4,0.5,0.6932176314343852,0.7051789884753964,0.0119613570410112,0.024810649414197083,0.10666573097246652,0.1340138009409264,0.04761904761904763,static_initial,4,0.4,4
9,0.5555555555555556,0.4,0.6,0.4444444444444444,0.7082822952415309,0.6643811870683218,-0.043901108173209025,0.2875585757911573,0.0816092057968511,0.13405421183700356,-0.18333333333333335,oracle_all_endpoints,4,0.4,5
9,0.5555555555555556,0.4,0.6,0.4444444444444444,0.7082822952415309,0.6643811870683218,-0.043901108173209025,0.2875585757911573,0.06772427068273232,0.11326701781936437,-0.08333333333333334,completed_only,4,0.4,5
9,0.6666666666666666,0.4,0.6,0.3333333333333333,0.7082822952415309,0.659523252927286,-0.04875904231424488,0.2875585757911573,0.08041383212065817,0.14437953104925427,-0.25,static_initial,4,0.4,5
