n,stop_rate,valuable_run_recall,valuable_false_stop_rate,endpoint_observation_rate,mean_true_outcome,mean_observed_outcome,endpoint_selection_bias,simple_regret_batch,mae,rmse,spearman,learner,seed,stop_quantile,round
20,0.95,,,0.05,0.658570025067598,0.7207174072292262,0.062147382161628184,0.0,0.05283736709572932,0.06833228217121275,-0.21654135338345865,static_initial,1,0.3,2
8,0.25,,,0.75,0.6904689219537712,0.695043890014011,0.004574968060239826,0.0,0.03806075751934854,0.05883712707564955,0.9285714285714287,oracle_all_endpoints,1,0.3,3
8,0.5,,,0.5,0.6904689219537712,0.701189425282468,0.010720503328696784,0.0,0.04556965381060449,0.06484930069803463,0.880952380952381,completed_only,1,0.3,3
8,0.375,,,0.625,0.6904689219537712,0.6967425381242602,0.006273616170489049,0.0,0.06229062657248227,0.09627175138535901,0.6190476190476191,static_initial,1,0.3,3
7,0.14285714285714285,0.0,1.0,0.8571428571428571,0.67149373701328,0.6579488502695655,-0.013544886743714457,0.0658913977119957,0.06845508312505129,0.08578435240961203,-0.21428571428571433,oracle_all_endpoints,1,0.3,4
7,0.5714285714285714,0.0,1.0,0.42857142857142855,0.67149373701328,0.6584770205064876,-0.01301671650679237,0.0658913977119957,0.05961546774869248,0.08342122726123381,-0.03571428571428572,completed_only,1,0.3,4
7,0.5714285714285714,0.0,1.0,0.42857142857142855,0.67149373701328,0.6584770205064876,-0.01301671650679237,0.0658913977119957,0.1161878369154754,0.14249405654760983,-0.14285714285714288,static_initial,1,0.3,4
9,0.6666666666666666,,,0.3333333333333333,0.661270275210776,0.6972588234942679,0.03598854828349196,0.0,0.08133081882777567,0.10398491903540645,0.39999999999999997,oracle_all_endpoints,1,0.4,1
9,0.6666666666666666,,,0.3333333333333333,0.661270275210776,0.6972588234942679,0.03598854828349196,0.0,0.08550454263032754,0.11103973893791587,0.48333333333333334,completed_only,1,0.4,1
9,0.7777777777777778,,,0.2222222222222222,0.661270275210776,0.7067609578204812,0.045490682609705235,0.0,0.079830532428324,0.10188303308650495,0.48333333333333334,static_initial,1,0.4,1
20,0.95,,,0.05,0.658570025067598,0.7207174072292262,0.062147382161628184,0.0,0.06840667342686355,0.08209070003211227,0.10075187969924812,oracle_all_endpoints,1,0.4,2
20,1.0,,,0.0,0.658570025067598,,,,0.05106409613110683,0.07125867149274646,-0.30977443609022554,completed_only,1,0.4,2
20,1.0,,,0.0,0.658570025067598,,,,0.05283736709572932,0.06833228217121275,-0.21654135338345865,static_initial,1,0.4,2
8,0.375,,,0.625,0.6904689219537712,0.6982616701185272,0.007792748164756058,0.0,0.03806075751934854,0.05883712707564955,0.9285714285714287,oracle_all_endpoints,1,0.4,3
8,0.5,,,0.5,0.6904689219537712,0.701189425282468,0.010720503328696784,0.0,0.05107924025474761,0.0719021929933974,0.7619047619047621,completed_only,1,0.4,3
8,0.375,,,0.625,0.6904689219537712,0.6967425381242602,0.006273616170489049,0.0,0.06229062657248227,0.09627175138535901,0.6190476190476191,static_initial,1,0.4,3
7,0.2857142857142857,0.0,1.0,0.7142857142857143,0.67149373701328,0.6533018783833048,-0.01819185862997519,0.0658913977119957,0.06845508312505129,0.08578435240961203,-0.21428571428571433,oracle_all_endpoints,1,0.4,4
7,0.5714285714285714,0.0,1.0,0.42857142857142855,0.67149373701328,0.6584770205064876,-0.01301671650679237,0.0658913977119957,0.05965759971759943,0.08170950809691818,0.0,completed_only,1,0.4,4
7,0.7142857142857143,0.0,1.0,0.2857142857142857,0.67149373701328,0.6861046931026082,0.014610956089328275,0.0658913977119957,0.1161878369154754,0.14249405654760983,-0.14285714285714288,static_initial,1,0.4,4
18,0.8333333333333334,,,0.16666666666666666,0.6667455793137351,0.6892831837094459,0.02253760439571073,0.018913894213632654,0.04497800720698269,0.06161380600976303,0.5232198142414861,oracle_all_endpoints,2,0.2,1
18,0.8333333333333334,,,0.16666666666666666,0.6667455793137351,0.6798756539977772,0.013130074684042037,0.02768239937318362,0.048577513828243234,0.06952797518997074,0.3787409700722394,completed_only,2,0.2,1
18,0.6111111111111112,,,0.3888888888888889,0.6667455793137351,0.6741521153326743,0.007406536018939147,0.02768239937318362,0.04466170209779541,0.0659705798028549,0.27554179566563464,static_initial,2,0.2,1
8,0.375,,,0.625,0.6470768098070929,0.6710151649681517,0.0239383551610588,0.0,0.05582692359958388,0.07101421906540295,0.5952380952380953,oracle_all_endpoints,2,0.2,2
8,0.25,,,0.75,0.6470768098070929,0.6730477197159356,0.025970909908842654,0.0,0.05428496634040572,0.07446802296724314,0.6190476190476191,completed_only,2,0.2,2
8,0.25,,,0.75,0.6470768098070929,0.6730477197159356,0.025970909908842654,0.0,0.059297973343631516,0.07682409260339826,0.7857142857142858,static_initial,2,0.2,2
13,0.46153846153846156,0.0,1.0,0.5384615384615384,0.6832568998690047,0.6487712454840143,-0.034485654384990405,0.25537359275098326,0.07224969888995861,0.12909991042013624,-0.03296703296703297,oracle_all_endpoints,2,0.2,3
