prefix_fraction,n_runs,mae,rmse,spearman
0.1,74,0.05693794459253755,0.0930377664378336,0.4330396149574231
0.2,74,0.05743850219668247,0.09092661481113483,0.32830803406145864
0.4,74,0.060101005152912015,0.09037440429483456,0.361332839689004
