n,n_valuable,n_false_stops,stop_rate,valuable_run_recall,valuable_false_stop_rate,endpoint_observation_rate,mean_true_outcome,mean_observed_outcome,endpoint_selection_bias,simple_regret_batch,mae,rmse,spearman,seed,stop_quantile,learner
39,1,0,0.20512820512820512,1.0,0.0,0.7948717948717948,0.6682147334461804,0.6758149384237327,0.007600204977552316,0.0,0.047291978252381225,0.08060038834587141,0.12799744872497007,2,0.2,completed_only
39,1,0,0.1794871794871795,1.0,0.0,0.8205128205128205,0.6682147334461804,0.675537514885222,0.007322781439041526,0.0,0.0470663673858446,0.08030034952814558,0.03975274635671427,2,0.2,oracle_all_endpoints
39,1,0,0.0,1.0,0.0,1.0,0.6682147334461804,0.6682147334461804,0.0,0.0,0.04513429185724984,0.07807380207628917,,2,0.2,static_initial
39,1,0,0.23076923076923078,1.0,0.0,0.7692307692307693,0.6682147334461804,0.6760062528367341,0.0077915193905536695,0.0,0.047291978252381225,0.08060038834587141,0.12799744872497007,2,0.25,completed_only
39,1,0,0.1794871794871795,1.0,0.0,0.8205128205128205,0.6682147334461804,0.675537514885222,0.007322781439041526,0.0,0.0470663673858446,0.08030034952814558,0.03975274635671427,2,0.25,oracle_all_endpoints
39,1,0,0.0,1.0,0.0,1.0,0.6682147334461804,0.6682147334461804,0.0,0.0,0.04513429185724984,0.07807380207628917,,2,0.25,static_initial
39,1,0,0.23076923076923078,1.0,0.0,0.7692307692307693,0.6682147334461804,0.6760062528367341,0.0077915193905536695,0.0,0.047291978252381225,0.08060038834587141,0.12799744872497007,2,0.3,completed_only
39,1,0,0.20512820512820512,1.0,0.0,0.7948717948717948,0.6682147334461804,0.6758149384237327,0.007600204977552316,0.0,0.0470663673858446,0.08030034952814558,0.03975274635671427,2,0.3,oracle_all_endpoints
39,1,0,0.0,1.0,0.0,1.0,0.6682147334461804,0.6682147334461804,0.0,0.0,0.04513429185724984,0.07807380207628917,,2,0.3,static_initial
39,1,0,0.28205128205128205,1.0,0.0,0.717948717948718,0.6682147334461804,0.675850475723584,0.007635742277403601,0.0,0.04723429151235027,0.07998726221487096,0.0896301868257284,2,0.35,completed_only
39,1,0,0.23076923076923078,1.0,0.0,0.7692307692307693,0.6682147334461804,0.6756359793811614,0.007421245934980947,0.0,0.0470663673858446,0.08030034952814558,0.03975274635671427,2,0.35,oracle_all_endpoints
39,1,0,0.0,1.0,0.0,1.0,0.6682147334461804,0.6682147334461804,0.0,0.0,0.04513429185724984,0.07807380207628917,,2,0.35,static_initial
39,1,0,0.28205128205128205,1.0,0.0,0.717948717948718,0.6682147334461804,0.675850475723584,0.007635742277403601,0.0,0.04723429151235027,0.07998726221487096,0.0896301868257284,2,0.4,completed_only
39,1,0,0.23076923076923078,1.0,0.0,0.7692307692307693,0.6682147334461804,0.6756359793811614,0.007421245934980947,0.0,0.0470663673858446,0.08030034952814558,0.03975274635671427,2,0.4,oracle_all_endpoints
39,1,0,0.0,1.0,0.0,1.0,0.6682147334461804,0.6682147334461804,0.0,0.0,0.04513429185724984,0.07807380207628917,,2,0.4,static_initial
39,1,0,0.28205128205128205,1.0,0.0,0.717948717948718,0.6682147334461804,0.675850475723584,0.007635742277403601,0.0,0.04723429151235027,0.07998726221487096,0.0896301868257284,2,0.45,completed_only
39,1,0,0.23076923076923078,1.0,0.0,0.7692307692307693,0.6682147334461804,0.6756359793811614,0.007421245934980947,0.0,0.0470663673858446,0.08030034952814558,0.03975274635671427,2,0.45,oracle_all_endpoints
39,1,0,0.0,1.0,0.0,1.0,0.6682147334461804,0.6682147334461804,0.0,0.0,0.04513429185724984,0.07807380207628917,,2,0.45,static_initial
39,1,0,0.28205128205128205,1.0,0.0,0.717948717948718,0.6682147334461804,0.675850475723584,0.007635742277403601,0.0,0.04723429151235027,0.07998726221487096,0.0896301868257284,2,0.5,completed_only
39,1,0,0.23076923076923078,1.0,0.0,0.7692307692307693,0.6682147334461804,0.6756359793811614,0.007421245934980947,0.0,0.0470663673858446,0.08030034952814558,0.03975274635671427,2,0.5,oracle_all_endpoints
39,1,0,0.0,1.0,0.0,1.0,0.6682147334461804,0.6682147334461804,0.0,0.0,0.04513429185724984,0.07807380207628917,,2,0.5,static_initial
39,1,0,0.28205128205128205,1.0,0.0,0.717948717948718,0.6682147334461804,0.675850475723584,0.007635742277403601,0.0,0.04723429151235027,0.07998726221487096,0.0896301868257284,2,0.55,completed_only
39,1,1,0.2564102564102564,0.0,1.0,0.7435897435897436,0.6682147334461804,0.6652754614294701,-0.0029392720167102926,0.25537359275098326,0.0470663673858446,0.08030034952814558,0.03975274635671427,2,0.55,oracle_all_endpoints
39,1,0,0.0,1.0,0.0,1.0,0.6682147334461804,0.6682147334461804,0.0,0.0,0.04513429185724984,0.07807380207628917,,2,0.55,static_initial
39,1,0,0.28205128205128205,1.0,0.0,0.717948717948718,0.6682147334461804,0.675850475723584,0.007635742277403601,0.0,0.04723429151235027,0.07998726221487096,0.0896301868257284,2,0.6,completed_only
39,1,1,0.3076923076923077,0.0,1.0,0.6923076923076923,0.6682147334461804,0.6647304563066718,-0.003484277139508607,0.25537359275098326,0.0470663673858446,0.08030034952814558,0.03975274635671427,2,0.6,oracle_all_endpoints
39,1,0,0.0,1.0,0.0,1.0,0.6682147334461804,0.6682147334461804,0.0,0.0,0.04513429185724984,0.07807380207628917,,2,0.6,static_initial
44,10,0,0.06818181818181818,1.0,0.0,0.9318181818181818,0.6771116830068841,0.6820104390834045,0.004898756076520461,0.0,0.057531477822215085,0.09122544191021192,0.267784878015817,3,0.1,completed_only
44,10,0,0.06818181818181818,1.0,0.0,0.9318181818181818,0.6771116830068841,0.6820104390834045,0.004898756076520461,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.1,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.1,static_initial
44,10,0,0.1590909090909091,1.0,0.0,0.8409090909090909,0.6771116830068841,0.6829261933580255,0.005814510351141444,0.0,0.0565477485622142,0.08927698977503014,0.19394766098425575,3,0.15,completed_only
44,10,0,0.18181818181818182,1.0,0.0,0.8181818181818182,0.6771116830068841,0.6844763163503799,0.007364633343495797,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.15,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.15,static_initial
44,10,0,0.1590909090909091,1.0,0.0,0.8409090909090909,0.6771116830068841,0.6829261933580255,0.005814510351141444,0.0,0.0565477485622142,0.08927698977503014,0.19394766098425575,3,0.2,completed_only
44,10,0,0.18181818181818182,1.0,0.0,0.8181818181818182,0.6771116830068841,0.6844763163503799,0.007364633343495797,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.2,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.2,static_initial
44,10,0,0.1590909090909091,1.0,0.0,0.8409090909090909,0.6771116830068841,0.6829261933580255,0.005814510351141444,0.0,0.0565477485622142,0.08927698977503014,0.19394766098425575,3,0.25,completed_only
44,10,0,0.18181818181818182,1.0,0.0,0.8181818181818182,0.6771116830068841,0.6844763163503799,0.007364633343495797,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.25,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.25,static_initial
44,10,1,0.25,0.9,0.1,0.75,0.6771116830068841,0.6871596993903176,0.010048016383433556,0.0,0.0573839117569924,0.08860051217202602,0.18766364251348458,3,0.3,completed_only
44,10,0,0.20454545454545456,1.0,0.0,0.7954545454545454,0.6771116830068841,0.6846081651524616,0.007496482145577521,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.3,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.3,static_initial
44,10,1,0.25,0.9,0.1,0.75,0.6771116830068841,0.6871596993903176,0.010048016383433556,0.0,0.0573839117569924,0.08860051217202602,0.18766364251348458,3,0.35,completed_only
44,10,0,0.20454545454545456,1.0,0.0,0.7954545454545454,0.6771116830068841,0.6846081651524616,0.007496482145577521,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.35,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.35,static_initial
44,10,1,0.25,0.9,0.1,0.75,0.6771116830068841,0.6871596993903176,0.010048016383433556,0.0,0.0573839117569924,0.08860051217202602,0.18766364251348458,3,0.4,completed_only
44,10,0,0.20454545454545456,1.0,0.0,0.7954545454545454,0.6771116830068841,0.6846081651524616,0.007496482145577521,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.4,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.4,static_initial
44,10,1,0.2727272727272727,0.9,0.1,0.7272727272727273,0.6771116830068841,0.6873464490681127,0.01023476606122864,0.0,0.0573839117569924,0.08860051217202602,0.18766364251348458,3,0.45,completed_only
44,10,0,0.20454545454545456,1.0,0.0,0.7954545454545454,0.6771116830068841,0.6846081651524616,0.007496482145577521,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.45,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.45,static_initial
44,10,1,0.2727272727272727,0.9,0.1,0.7272727272727273,0.6771116830068841,0.6873464490681127,0.01023476606122864,0.0,0.0573839117569924,0.08860051217202602,0.18766364251348458,3,0.5,completed_only
44,10,0,0.20454545454545456,1.0,0.0,0.7954545454545454,0.6771116830068841,0.6846081651524616,0.007496482145577521,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.5,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.5,static_initial
44,10,1,0.29545454545454547,0.9,0.1,0.7045454545454546,0.6771116830068841,0.687308191806147,0.010196508799262927,0.0,0.0573839117569924,0.08860051217202602,0.18766364251348458,3,0.55,completed_only
44,10,0,0.20454545454545456,1.0,0.0,0.7954545454545454,0.6771116830068841,0.6846081651524616,0.007496482145577521,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.55,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.55,static_initial
44,10,1,0.29545454545454547,0.9,0.1,0.7045454545454546,0.6771116830068841,0.687308191806147,0.010196508799262927,0.0,0.0573839117569924,0.08860051217202602,0.18766364251348458,3,0.6,completed_only
44,10,0,0.20454545454545456,1.0,0.0,0.7954545454545454,0.6771116830068841,0.6846081651524616,0.007496482145577521,0.0,0.056827152858986055,0.09194606238564963,0.16809749409312888,3,0.6,oracle_all_endpoints
44,10,0,0.0,1.0,0.0,1.0,0.6771116830068841,0.6771116830068841,0.0,0.0,0.0491536216722017,0.0867789053691121,,3,0.6,static_initial
44,22,2,0.09090909090909091,0.9090909090909091,0.09090909090909091,0.9090909090909091,0.682746178760381,0.6763204411985541,-0.006425737561826961,0.10329990251354415,0.05305148750140375,0.0916350446850737,0.2390749772639202,4,0.1,completed_only
44,22,2,0.09090909090909091,0.9090909090909091,0.09090909090909091,0.9090909090909091,0.682746178760381,0.6763204411985541,-0.006425737561826961,0.10329990251354415,0.053056232797539744,0.09155591619344093,0.26306765609860105,4,0.1,oracle_all_endpoints
44,22,0,0.0,1.0,0.0,1.0,0.682746178760381,0.682746178760381,0.0,0.0,0.040115138478295065,0.07713055498179289,,4,0.1,static_initial
44,22,1,0.1590909090909091,0.9545454545454546,0.045454545454545456,0.8409090909090909,0.682746178760381,0.691563769556728,0.00881759079634703,0.0,0.05305517384205454,0.08702709876839605,0.29784994198319753,4,0.15,completed_only
44,22,2,0.11363636363636363,0.9090909090909091,0.09090909090909091,0.8863636363636364,0.682746178760381,0.6808969607461619,-0.0018492180142191117,0.10329990251354415,0.053056232797539744,0.09155591619344093,0.26306765609860105,4,0.15,oracle_all_endpoints
44,22,0,0.0,1.0,0.0,1.0,0.682746178760381,0.682746178760381,0.0,0.0,0.040115138478295065,0.07713055498179289,,4,0.15,static_initial
44,22,2,0.20454545454545456,0.9090909090909091,0.09090909090909091,0.7954545454545454,0.682746178760381,0.6835269949809168,0.0007808162205358293,0.10329990251354415,0.05068210506002679,0.08487688628275213,0.31091104525414803,4,0.2,completed_only
44,22,3,0.25,0.8636363636363636,0.13636363636363635,0.75,0.682746178760381,0.6822876196623048,-0.00045855909807623885,0.10329990251354415,0.053056232797539744,0.09155591619344093,0.26306765609860105,4,0.2,oracle_all_endpoints
44,22,0,0.0,1.0,0.0,1.0,0.682746178760381,0.682746178760381,0.0,0.0,0.040115138478295065,0.07713055498179289,,4,0.2,static_initial
44,22,1,0.22727272727272727,0.9545454545454546,0.045454545454545456,0.7727272727272727,0.682746178760381,0.6928464457017683,0.010100266941387326,0.0,0.04972182547941328,0.08355680894741778,0.32638561325994814,4,0.25,completed_only
44,22,3,0.2727272727272727,0.8636363636363636,0.13636363636363635,0.7272727272727273,0.682746178760381,0.6823634325180794,-0.0003827462423016126,0.10329990251354415,0.053056232797539744,0.09155591619344093,0.26306765609860105,4,0.25,oracle_all_endpoints
