stop_quantile,learner,valuable_run_recall,valuable_false_stop_rate,endpoint_selection_bias,mae,spearman
0.2,completed_only,0.7666666666666667,0.23333333333333334,0.005732430827699623,0.055553273083918345,0.3400067682575423
0.2,oracle_all_endpoints,0.7523809523809524,0.24761904761904763,0.006435371188989651,0.05831460222328616,0.34914647014492217
0.2,static_initial,0.6785714285714286,0.32142857142857145,0.002252903949643313,0.0667000344934374,0.28920293586702256
0.3,completed_only,0.6952380952380953,0.30476190476190473,0.007848595917645376,0.05612087235698537,0.31949311524388924
0.3,oracle_all_endpoints,0.7166666666666667,0.2833333333333333,0.010010842429727305,0.05831460222328616,0.34914647014492217
0.3,static_initial,0.6547619047619048,0.34523809523809523,0.009401961816404398,0.0667000344934374,0.28920293586702256
0.4,completed_only,0.6452380952380953,0.3547619047619048,0.00953697205589082,0.057087385009111424,0.2983376040883781
0.4,oracle_all_endpoints,0.7047619047619048,0.2952380952380952,0.011681375536862744,0.05831460222328616,0.34914647014492217
0.4,static_initial,0.6547619047619048,0.34523809523809523,0.008234661769095214,0.0667000344934374,0.28920293586702256
